machine_id,timestamp,temperature,vibration,pressure,rpm,load,failure_next_6h,vibration_mean_6,temperature_mean_6,vibration_std_6,reject_rate
M-01,2026-01-01 00:00:00+00:00,58.87835294599191,2.249556037429315,6.341524111732543,1695.8286455762377,0.936369063960122,0,2.249556037429315,58.87835294599191,0.0,0.025
M-01,2026-01-01 01:00:00+00:00,57.72260426366074,2.011970386995153,6.216968791648766,1574.8183114427345,0.5923798065494423,0,2.130763212212234,58.300478604826324,0.16799842453461242,0.016666666666666666
M-01,2026-01-01 02:00:00+00:00,59.13704191140727,1.709773799485509,6.160537923480077,1608.932844211403,0.8925128658956589,0,1.9904334079699924,58.579333040353305,0.2705348354631129,0.03333333333333333
M-01,2026-01-01 03:00:00+00:00,54.932134651464736,1.9713230935363484,5.910517274788032,1663.0325890289714,0.6076511347039957,0,1.9856558293615814,57.66753344313116,0.221097337151477,0.041666666666666664
M-01,2026-01-01 04:00:00+00:00,65.03275606085573,2.5370734088749884,6.172423521956285,1630.137982346169,0.7168591109046616,0,2.095939345264263,59.14057796667608,0.31221033578485247,0.008333333333333333
M-01,2026-01-01 05:00:00+00:00,65.03275606085573,1.7453002178229275,6.602163296062363,1689.9114102004803,0.839739304036299,0,2.0374994906907067,60.12260764903936,0.31380174415095663,0.058333333333333334
M-01,2026-01-01 06:00:00+00:00,64.69593103307218,2.147446380731272,6.463409615210064,1636.9763495121842,0.7495363894722991,0,2.0204812145743665,61.09220399688606,0.302569093743551,0.03333333333333333
M-01,2026-01-01 07:00:00+00:00,62.935082599753095,2.039675525057367,5.894089646397644,1632.2380611348676,0.7995631541571256,0,2.025098737584735,61.96095038623479,0.30262463240797033,0.025
M-01,2026-01-01 08:00:00+00:00,61.374480889719166,2.5548930922187703,6.206921387778766,1643.7373930820067,0.922434027396662,0,2.165951953040279,62.333856882620104,0.3225283902201832,0.058333333333333334
M-01,2026-01-01 09:00:00+00:00,67.54951838080939,1.4472311577942176,6.101741955628597,1771.603662882506,0.8911394830384183,0,2.0786032970832573,64.43675417084422,0.4365829302371899,0.03333333333333333
M-01,2026-01-01 10:00:00+00:00,62.6031358085416,2.292435057474021,6.101741955628597,1717.0529176809505,0.9868141109777064,0,2.037830238516429,64.03181746212519,0.3946081092396815,0.03333333333333333
M-01,2026-01-01 11:00:00+00:00,63.17365416549071,2.2912637123805646,6.02376067217163,1714.30141615272,0.9002725736831929,0,2.1288241542760353,63.72196714623103,0.37617898820239465,0.041666666666666664
M-01,2026-01-01 12:00:00+00:00,60.41271043192811,1.747378050961364,6.25186477864759,1625.7555657916753,0.7600244516771654,0,2.062146099314384,63.00809704604035,0.40645583281824604,0.058333333333333334
M-01,2026-01-01 13:00:00+00:00,58.99933129436095,1.9892039839395683,6.49723157869143,1628.3607430972197,0.6194302714303965,0,2.053734175794751,62.35213849514165,0.40753473052096595,0.041666666666666664
M-01,2026-01-01 14:00:00+00:00,56.69091868825685,2.307651752053628,6.653966170972784,1714.4321672795747,0.8851429701585177,0,2.012527285767227,61.57154479489793,0.35596309140455124,0.025
M-01,2026-01-01 15:00:00+00:00,64.94318428446925,1.4986423227484418,5.719917912642468,1651.177689094774,0.6966214111621685,0,2.0210958132595978,61.13715577884125,0.33989002255042455,0.075
M-01,2026-01-01 16:00:00+00:00,62.09785283937154,1.5687455693676493,5.81513964070129,1570.2163795888696,0.7613001150741135,0,1.9004808985752026,61.05294195064624,0.35251500648311346,0.06666666666666667
M-01,2026-01-01 17:00:00+00:00,62.09785283937154,2.9578745932379804,6.425154153994254,1606.9990422728729,0.6084646774009623,0,2.011582712051439,60.87364172962638,0.5500259428753632,0.041666666666666664
M-01,2026-01-01 18:00:00+00:00,64.58454803210356,2.658439068704068,6.36152736490034,1587.4692390993778,0.6521092070728979,0,2.163426215008556,61.56894799632229,0.5870132938934391,0.025
M-01,2026-01-01 19:00:00+00:00,66.27760879707604,1.8160574713921955,5.872361041406847,1714.4243298577787,0.7467183634925488,0,2.1345684629173274,62.781994246774794,0.6013714451396118,0.075
M-01,2026-01-01 20:00:00+00:00,66.08136113577666,2.5921013170889022,6.433096083775376,1694.5086947025377,0.8651192959010121,0,2.1819767237565397,64.3470679880281,0.62835201975324,0.041666666666666664
M-01,2026-01-01 21:00:00+00:00,67.75180224910251,2.8563051839384466,5.692570220226077,1698.2289305404572,0.9245169106278404,0,2.4082538672882072,64.81517098213364,0.5752731869539863,0.08333333333333333
M-01,2026-01-01 22:00:00+00:00,61.07045433002171,2.458187776581399,5.889656423638086,1680.5315087889196,0.7243652705635786,0,2.5564942351571656,64.64393789724201,0.4051084228117863,0.06666666666666667
M-01,2026-01-01 23:00:00+00:00,65.25409764369951,2.8417604646414167,5.860097318291343,1659.8539190001982,0.8571229767887389,0,2.5371418803910712,65.16997869796333,0.3843404009953642,0.041666666666666664
