machine_id,timestamp,temperature,vibration,pressure,rpm,load,failure_next_6h,vibration_mean_6,temperature_mean_6,vibration_std_6,reject_rate
SYNTHETIC-NEW,2026-03-01 00:00:00+00:00,63.417469400526315,2.5824741617269997,6.197879963777204,1710.351790952392,0.7453795343004577,0,2.5824741617269997,63.417469400526315,0.0,0.058333333333333334
SYNTHETIC-NEW,2026-03-01 01:00:00+00:00,72.40074322532467,2.773747452564322,5.887324741031629,1703.16865750245,0.9853685342867936,0,2.6781108071456607,67.9091063129255,0.13525064101093762,0.06666666666666667
SYNTHETIC-NEW,2026-03-01 02:00:00+00:00,77.36875933304165,4.540804874032226,5.949408329581408,1659.6679325197822,0.6079372222066718,1,3.2990088294411826,71.06232398629754,1.0796709823915827,0.075
SYNTHETIC-NEW,2026-03-01 03:00:00+00:00,85.78867279408702,4.5282935196812195,5.922757817646584,1715.1090076604244,0.8870514067927298,1,3.606330002001192,74.74391118824491,1.0746680879354826,0.09166666666666666
SYNTHETIC-NEW,2026-03-01 04:00:00+00:00,79.97906241881323,4.123331897534185,5.688381337293399,1695.2669055400609,0.9001240699875883,1,3.7097303811077906,75.79094143435859,0.9589795703856893,0.125
SYNTHETIC-NEW,2026-03-01 05:00:00+00:00,79.73361979581729,4.6491005837134765,6.09786265685467,1622.36120374217,0.60938557157545,1,3.866292081542072,76.44805449460169,0.9395652448824073,0.075
SYNTHETIC-NEW,2026-03-01 06:00:00+00:00,80.81302081200806,3.6094904024207146,5.517148653205711,1776.099842690826,0.9640065727392713,0,4.037461454991024,79.34731306318199,0.7288181078533242,0.06666666666666667
SYNTHETIC-NEW,2026-03-01 07:00:00+00:00,71.16941399508038,3.2542836021075336,6.018968650600794,1692.1091741461134,0.8326696278399597,0,4.117550813248226,79.14209152480794,0.5716271178235119,0.05
SYNTHETIC-NEW,2026-03-01 08:00:00+00:00,67.74221846898332,3.6763077552130357,5.659087321201949,1631.9864466851188,0.6479978170953152,0,3.9734679601116945,77.53766804746489,0.5522282198588544,0.08333333333333333
SYNTHETIC-NEW,2026-03-01 09:00:00+00:00,82.8085655639634,4.534863766941524,5.704145348889507,1658.8289098101225,0.8215399750340535,0,3.974563001321745,77.04098350911094,0.5535533740707149,0.11666666666666667
SYNTHETIC-NEW,2026-03-01 10:00:00+00:00,73.44049926550201,3.537188449733555,5.951643939663582,1751.7735727073452,0.9613812536558474,0,3.876872426688307,75.95122298355908,0.573412646074151,0.08333333333333333
SYNTHETIC-NEW,2026-03-01 11:00:00+00:00,63.99162062843531,2.931279762591525,6.369897535388466,1691.5390921664496,0.8278667415013892,0,3.590568956501315,73.32755645566208,0.5385167427356871,0.075
SYNTHETIC-NEW,2026-03-01 12:00:00+00:00,60.51079172215785,2.467491615272894,6.435665073631606,1616.2279190078089,0.8269181616112872,0,3.400235825310011,69.94385160735371,0.7061991078051248,0.025
SYNTHETIC-NEW,2026-03-01 13:00:00+00:00,61.4891591173209,2.322251398299745,6.3771005924807,1733.3448312276482,0.9150473543281973,0,3.2448971246753797,68.33047579439379,0.8354105100193009,0.041666666666666664
SYNTHETIC-NEW,2026-03-01 14:00:00+00:00,63.355187927885815,2.0282659023990575,6.181400700756153,1822.6657103312439,0.989050497029571,0,2.970223482539717,67.59930403754421,0.9306939714026087,0.03333333333333333
SYNTHETIC-NEW,2026-03-01 15:00:00+00:00,63.497338131558514,2.6628645950761825,5.877616653575222,1744.6867422496707,0.9037794136584362,0,2.65822362056216,64.38076613214339,0.5278755771792366,0.05
SYNTHETIC-NEW,2026-03-01 16:00:00+00:00,51.01687955869817,1.4243700801705992,6.576824039166326,1710.405349686453,0.8842753177782358,0,2.3060872256350007,60.643496181009425,0.5289760428099307,0.05
SYNTHETIC-NEW,2026-03-01 17:00:00+00:00,63.826599682422966,2.1966447201017365,5.920365410566071,1637.8481316364337,0.6310297883054369,1,2.1836480518867023,60.61599269000737,0.43133330858549174,0.058333333333333334
SYNTHETIC-NEW,2026-03-01 18:00:00+00:00,63.41775483387031,3.3716788817476173,6.130109820878971,1653.0301264497828,0.7386955953828152,0,2.3343459296324895,61.10048654195945,0.6518946383516702,0.05
