machine_id,timestamp,failure_next_6h,temperature,vibration,pressure,rpm,load,vibration_mean_6,temperature_mean_6,vibration_std_6,reject_rate,probability,incorrect
M-01,2026-01-25 11:00:00+00:00,1,75.29194458553924,3.746647037182891,5.668877601522051,1615.029652495459,0.5886920575499254,3.889405238644579,74.76331104205764,0.6333255587348404,0.08333333333333333,0.03862753093210794,True
M-01,2026-01-25 14:00:00+00:00,1,72.69503458043557,4.0529367926927256,5.346953585982537,1653.4193469611528,0.6117450660057756,4.177171617960873,75.50685585651424,0.3530196550632387,0.075,0.1868009652711828,True
M-01,2026-01-25 19:00:00+00:00,1,78.31258714206055,3.575372118199533,6.22602209645213,1587.673534654608,0.6800876117371863,4.078767609122352,75.52502612719388,0.3129535592050573,0.058333333333333334,0.10230971997703132,True
M-01,2026-01-25 20:00:00+00:00,1,79.89978854351322,4.182272046336728,5.945846834123235,1627.098390914511,0.6800876117371863,4.100323484729685,76.72581845437348,0.315264223755889,0.1,0.05936832172922479,True
M-01,2026-01-25 22:00:00+00:00,1,75.56257002995255,4.397302395282161,5.642452359853968,1572.3029010493829,0.5619599942487813,4.222768068736661,77.8539512811352,0.3611926903737608,0.09166666666666666,0.2327165338244764,True
M-01,2026-01-25 23:00:00+00:00,1,75.49099903701739,3.796568177965937,5.8182201381367085,1658.7104312540137,0.8207013036052071,4.1594133820355,77.12361337799841,0.40193074995209416,0.075,0.06177038943652869,True
M-01,2026-01-26 00:00:00+00:00,1,75.75345991574189,3.951900330894234,6.12118950150812,1645.7840606202071,0.6670830949043461,4.091937806204947,77.2149392948171,0.3961167378914176,0.041666666666666664,0.0661390336012547,True
M-01,2026-01-26 02:00:00+00:00,1,78.24672162426735,4.503029224301996,5.024985317843004,1676.6657330090916,0.8025503805505199,4.232073655564842,77.21326289433998,0.3348796730988041,0.075,0.2431272397305411,True
M-01,2026-01-26 03:00:00+00:00,1,75.14268140667423,5.260202536377944,5.877677288951544,1678.9562646649326,0.6718135426727982,4.334072116869318,76.69200461201618,0.52577141936495,0.025,0.3166088324697658,True
M-01,2026-01-27 05:00:00+00:00,0,87.11716209009845,6.073320340236274,5.580070161779491,1619.2737178447949,0.6266535371463335,6.085920239933583,86.75457572373143,0.5227601114968269,0.125,0.8557273718836723,True
M-01,2026-01-29 08:00:00+00:00,1,74.68058188566866,3.763628200368167,5.598015044619889,1637.7946829257455,0.7048634851285066,3.919108080790911,75.61579166527721,0.26318656361874043,0.08333333333333333,0.0995034935423285,True
M-01,2026-01-29 10:00:00+00:00,1,76.52748520838803,4.057497626311162,5.207787494978854,1681.7396132918882,0.9140363211280372,4.049108927713959,75.68540127937118,0.31359419332605576,0.09166666666666666,0.1637676848153011,True
M-01,2026-01-29 12:00:00+00:00,1,80.07530759977745,3.711927849177727,5.583929444506117,1715.4911976305943,0.9421340890335465,4.070399011383042,76.18761532268974,0.31814041841507373,0.058333333333333334,0.0394453611735542,True
M-01,2026-01-29 13:00:00+00:00,1,83.35688800285897,4.825297246141827,5.481149764951075,1683.8157147491747,0.7430617546108358,4.177673135429953,77.6995285111462,0.4459852483445918,0.06666666666666667,0.23474464819679472,True
M-01,2026-01-29 15:00:00+00:00,1,81.50095279822679,4.230617986162456,5.8616913356168245,1747.4622497861162,0.9970943485540812,4.2294656676980935,79.41264839865879,0.37571086614454174,0.11666666666666667,0.4289922444144993,True
M-01,2026-01-29 16:00:00+00:00,1,75.70729603084517,4.221797053061993,5.142669002514165,1618.628857589805,0.5681796529789734,4.256848905489899,79.27595020240165,0.3665460475344434,0.09166666666666666,0.4009638649240278,True
M-01,2026-01-30 23:00:00+00:00,0,95.79766138706992,6.215488346572895,6.173376016707756,1682.4091168598443,0.791748497662453,6.015270201615386,91.71063067921557,0.32470041515629633,0.125,0.7627220412304357,True
M-02,2026-01-25 07:00:00+00:00,1,74.04783225668209,3.3688572845518974,5.627327033272751,1770.8421928407934,0.8823392240593247,3.5823202659930096,71.69976947458561,0.5420316503891013,0.1,0.008559490437040757,True
M-02,2026-01-25 11:00:00+00:00,1,77.97567683553208,4.059273814591686,5.895441654430012,1699.0770246010609,0.9830553407878204,3.8648124698123154,74.07304036279801,0.3751778761730449,0.06666666666666667,0.01798026390326901,True
M-02,2026-01-25 15:00:00+00:00,1,76.43694086100577,4.450635841000515,5.659748485799646,1684.2727507300322,0.7432168940650803,4.051124051392568,74.78177128656262,0.2757712589446841,0.075,0.07146098578365004,True
M-02,2026-01-25 17:00:00+00:00,1,76.18507852941272,4.66915436172956,5.908379656643822,1618.6821502998632,0.6131624506555413,4.177626154003246,74.55071936405696,0.3447370580127337,0.11666666666666667,0.05850890343576287,True
M-02,2026-01-25 18:00:00+00:00,1,75.61103799211453,3.8423518130146577,5.908379656643822,1691.350328185232,0.7329867121270076,4.155363369478323,74.9788317490927,0.36413496251159805,0.058333333333333334,0.05794438626615415,True
M-02,2026-01-25 21:00:00+00:00,1,76.9010039301439,4.553261739056095,5.940800373759173,1760.5380035894666,0.9145944350647056,4.241606371189194,75.29109050842654,0.3713599792299855,0.08333333333333333,0.13287489993433071,True
