machine_id,timestamp,temperature,vibration,pressure,rpm,load,failure_next_6h
M-01,2026-01-01 00:00:00,58.87835294599191,2.249556037429315,6.341524111732543,1695.8286455762375,0.9363690639601221,0
M-01,2026-01-01 01:00:00,57.72260426366074,2.0119703869951535,6.216968791648766,1574.8183114427345,0.5923798065494423,0
M-01,2026-01-01 02:00:00,59.13704191140727,1.7097737994855087,6.160537923480077,1608.932844211403,0.8925128658956589,0
M-01,2026-01-01 03:00:00,54.932134651464736,1.9713230935363484,5.910517274788032,1663.0325890289714,0.6076511347039957,0
M-01,2026-01-01 04:00:00,65.03275606085573,2.5370734088749884,6.172423521956285,1630.137982346169,0.7168591109046616,0
M-01,2026-01-01 05:00:00,,1.7453002178229275,6.602163296062363,1689.9114102004803,0.839739304036299,0
M-01,2026-01-01 06:00:00,64.69593103307218,2.1474463807312714,6.463409615210064,1636.9763495121842,0.7495363894722991,0
M-01,2026-01-01 07:00:00,62.935082599753095,2.039675525057367,5.894089646397644,1632.2380611348676,0.7995631541571256,0
M-01,2026-01-01 08:00:00,61.374480889719166,2.5548930922187703,6.206921387778766,1643.7373930820067,0.9224340273966619,0
M-01,2026-01-01 09:00:00,67.54951838080939,1.4472311577942176,6.101741955628597,1771.6036628825061,0.8911394830384183,0
M-01,2026-01-01 10:00:00,62.603135808541595,2.292435057474021,,1717.0529176809505,0.9868141109777064,0
M-01,2026-01-01 11:00:00,63.17365416549071,2.2912637123805646,6.02376067217163,1714.3014161527199,0.9002725736831929,0
M-01,2026-01-01 12:00:00,60.41271043192811,1.7473780509613641,6.25186477864759,1625.7555657916753,0.7600244516771654,0
M-01,2026-01-01 13:00:00,58.99933129436095,1.9892039839395683,6.49723157869143,1628.3607430972195,0.6194302714303965,0
M-01,2026-01-01 14:00:00,56.69091868825685,2.307651752053628,6.653966170972784,1714.4321672795747,0.8851429701585177,0
M-01,2026-01-01 15:00:00,64.94318428446925,1.4986423227484418,5.719917912642468,1651.177689094774,0.6966214111621685,0
M-01,2026-01-01 16:00:00,62.09785283937154,1.5687455693676493,5.81513964070129,1570.2163795888696,0.7613001150741135,0
M-01,2026-01-01 17:00:00,,2.9578745932379804,6.425154153994254,1606.9990422728729,0.6084646774009623,0
M-01,2026-01-01 18:00:00,64.58454803210356,2.658439068704068,6.36152736490034,1587.4692390993778,0.6521092070728979,0
M-01,2026-01-01 19:00:00,66.27760879707604,1.8160574713921953,5.872361041406847,1714.4243298577787,0.7467183634925488,0
M-01,2026-01-01 20:00:00,66.08136113577666,2.5921013170889022,6.433096083775376,1694.5086947025377,0.8651192959010121,0
M-01,2026-01-01 21:00:00,67.75180224910251,2.8563051839384466,5.692570220226077,1698.2289305404572,0.9245169106278405,0
M-01,2026-01-01 22:00:00,61.07045433002171,2.458187776581399,5.889656423638086,1680.5315087889196,0.7243652705635786,0
M-01,2026-01-01 23:00:00,65.25409764369951,2.8417604646414167,5.860097318291343,1659.8539190001982,0.8571229767887389,0
M-01,2026-01-02 00:00:00,61.665310585916274,2.8824294450153567,6.240528389758515,1568.437101361891,0.6399586911137988,0
M-01,2026-01-02 01:00:00,68.22418610482303,2.8280335867384965,5.68982897354007,1672.2569639965861,0.9041159698759622,0
M-01,2026-01-02 02:00:00,60.74685981755618,3.0453458344122395,6.339451726621605,1698.2076414664302,0.8673244203818509,0
M-01,2026-01-02 03:00:00,66.7474370310398,2.221832783751915,5.443665399497164,1697.7760376901733,0.756512098992253,0
M-01,2026-01-02 04:00:00,62.35138133946212,2.368057078008578,5.976031886097082,1588.9828254103586,0.6129086491574459,0
M-01,2026-01-02 05:00:00,69.3743453720222,3.1394112438438486,6.408033873647762,1660.4076845654283,0.8507813328057123,0
M-01,2026-01-02 06:00:00,72.2533412099972,2.4388598636158614,5.926180438421849,1729.0589251261413,0.8043562479165349,0
M-01,2026-01-02 07:00:00,68.511296235513,2.9666630344084033,6.0641800755772035,1683.6350410256362,0.8356232440002659,0
M-01,2026-01-02 08:00:00,67.29685006853533,3.42940348045512,6.71057210966216,1618.38059544099,0.8016432223354362,0
M-01,2026-01-02 09:00:00,69.70756284677059,3.2494857299130153,6.164756720127521,1638.496539122258,0.5638680255555728,0
M-01,2026-01-02 10:00:00,61.88102645080454,3.9892008356608417,6.059066077653359,1664.0216034201571,0.6465631027687881,0
M-01,2026-01-02 11:00:00,71.71288797520836,3.3094396262955557,6.0273458117030145,1764.869014672285,0.9340313829706748,0
M-01,2026-01-02 12:00:00,69.07718554074593,3.260633934312904,5.581754037039987,1619.2893852092182,0.5762362337600797,0
M-01,2026-01-02 13:00:00,72.03873995976923,2.7183945726731595,5.955396038427168,1634.5701075417755,0.6821171909950077,0
M-01,2026-01-02 14:00:00,69.28714912718121,3.2176429781558555,6.2490978539200865,1699.0029579150826,0.8006644685535753,0
M-01,2026-01-02 15:00:00,67.49898682331498,3.6820546957631985,5.478597812000133,1723.4422589058045,0.8489410931473245,0
M-01,2026-01-02 16:00:00,69.71974054835812,3.5045499337608432,6.35942235028494,1762.4068479951,0.9163091730997156,0
M-01,2026-01-02 17:00:00,70.78964169869451,3.709642715212069,5.728777376026853,1592.9509374240572,0.5602204329102373,0
M-01,2026-01-02 18:00:00,74.56417295225974,3.508746136512181,5.494020302913418,1740.870212918742,0.8750617077684026,0
M-01,2026-01-02 19:00:00,70.97424459747361,2.981953748002168,5.6321964722047255,1599.0769080752923,0.6225723005651208,0
M-01,2026-01-02 20:00:00,74.09286512920441,3.4630628371712464,5.940925864521177,1611.540313602291,0.6185404462209259,0
M-01,2026-01-02 21:00:00,68.83963556975239,3.140851442349054,5.734484925221773,1619.0525144291778,0.7507703240083139,0
M-01,2026-01-02 22:00:00,80.56372293341767,3.0230459575036104,5.909904789614386,1600.509798218092,0.6856804401165445,0
M-01,2026-01-02 23:00:00,67.08776431690055,3.965842842339639,6.323872647611537,1633.6151457192584,0.7128156747490257,0
M-01,2026-01-03 00:00:00,73.02968437889622,3.626046201073032,5.273570241887122,1633.5206047628053,0.603102655954232,0
M-01,2026-01-03 01:00:00,76.95301429704665,3.6949932132477947,5.6963635924590035,1756.821649250253,0.9588613108184232,0
M-01,2026-01-03 02:00:00,70.81631441911021,3.717019682473624,6.297689485269945,1673.831935587359,0.6696414826567838,0
M-01,2026-01-03 03:00:00,75.60129468616203,4.118729673909747,5.812229651615663,1711.9727848377038,0.9004379067846076,0
M-01,2026-01-03 04:00:00,72.29288461623942,3.91173667745344,6.019822711211549,1615.3827361733577,0.752212675964705,0
M-01,2026-01-03 05:00:00,76.13755567013293,4.006349174914314,6.153101594964791,1625.411986935835,0.5933759329690748,0
M-01,2026-01-03 06:00:00,75.15021191561758,3.988910654308597,5.848742950741083,1647.073605958239,0.755099330425125,1
M-01,2026-01-03 07:00:00,75.41510341180972,3.986905560842009,5.622135820323509,1679.159872747901,0.6876804808677937,0
M-01,2026-01-03 08:00:00,84.0823668959393,3.8702523378783162,5.770789781382248,1579.174702230409,0.6295477523226543,1
M-01,2026-01-03 09:00:00,76.46141179964052,3.925843215080017,5.704090407793076,1669.3816813055214,0.8913337884258445,0
M-01,2026-01-03 10:00:00,87.50161366374033,4.25460370683597,5.746459068525274,1615.2177123082677,0.7444418678987967,0
M-01,2026-01-03 11:00:00,80.87535648727278,3.9057763871728604,5.770299212606422,1645.2453434931522,0.8128440860107311,1
M-01,2026-01-03 12:00:00,79.13855809504022,3.470661122537001,5.460739971135583,1629.8716201855282,0.5879999445129501,1
M-01,2026-01-03 13:00:00,74.29295705136047,4.746687464368292,5.951681018860235,1541.0124875878696,0.5687263782378517,1
M-01,2026-01-03 14:00:00,79.45637294931784,3.8252276506956817,5.606835375356323,1632.9974508834878,0.6984375455497535,1
M-01,2026-01-03 15:00:00,78.56378406213598,4.671769819635653,5.792686121904069,1598.1310307163185,0.5965313354751482,0
M-01,2026-01-03 16:00:00,74.75937676245624,4.956510393408229,5.6714903084879955,1620.7576659754743,0.6267668358415988,1
M-01,2026-01-03 17:00:00,76.44084379518662,4.9334620822339925,5.656170715850189,1689.9733225145299,0.8114775128651778,0
M-01,2026-01-03 18:00:00,85.51650114678849,5.068692134734269,5.584612864907638,1611.800061341819,0.8159119711666376,1
M-01,2026-01-03 19:00:00,86.01109426378653,4.480155595950128,5.813249660763838,1773.5916158641783,0.9813516459586504,1
M-01,2026-01-03 20:00:00,83.22141423811613,5.259417676253321,5.649723467211786,1676.6743322201255,0.9022308522626288,1
M-01,2026-01-03 21:00:00,83.45579277701357,5.0499295104660185,5.565100265931559,1720.8884498570724,0.7689962488771722,1
M-01,2026-01-03 22:00:00,85.02647170546626,5.394199541429462,5.2459226616835535,1694.3472804167695,,1
M-01,2026-01-03 23:00:00,80.58747956553468,4.877065625970049,5.775321912377304,1644.6205854390705,0.7630702304756293,1
M-01,2026-01-04 00:00:00,85.80620934537055,5.300735637613127,5.429630974495043,1638.819305712436,0.6992060488041485,1
M-01,2026-01-04 01:00:00,80.32904718770875,5.430948410152279,5.321663287865909,1711.06651244668,0.7475101571372711,1
M-01,2026-01-04 02:00:00,86.4121793911961,5.0668931472470735,5.757439455358124,1709.6637421294392,0.9218313658874611,1
M-01,2026-01-04 03:00:00,82.63015203583063,4.950686646511909,5.27581395391734,1577.332685402865,0.613112090049375,1
M-01,2026-01-04 04:00:00,90.04729412600572,5.919965138959234,5.157765454963851,1634.9705927332993,0.5988590835109496,1
M-01,2026-01-04 05:00:00,85.91890582195109,4.431282766001405,5.6197171142214595,1599.5697304244286,0.6765552027275538,1
M-01,2026-01-04 06:00:00,89.09250311106622,5.851517629270728,5.3461076495054645,1667.2093614008188,0.8771475764290972,1
M-01,2026-01-04 07:00:00,84.25565821644238,4.7534232693841405,5.64297828808989,1593.720235622791,0.5984834256801534,1
M-01,2026-01-04 08:00:00,90.14389227616667,5.790672198197219,5.483623369923903,1650.4273792122135,0.6535962959026964,1
M-01,2026-01-04 09:00:00,88.6009232796732,5.333719947379399,5.619835308748589,1652.574093016603,0.7996836112261676,1
M-01,2026-01-04 10:00:00,80.60796321540968,6.122588212408775,4.740701729495967,1701.6301686488907,0.923405384409586,1
M-01,2026-01-04 11:00:00,83.84840329688942,5.157565038715807,5.746777093282493,1575.1967170503754,0.6927125017702219,1
M-01,2026-01-04 12:00:00,85.14509229842733,5.457084104915446,5.221796737234258,1668.6374415371172,0.6809130271630535,1
M-01,2026-01-04 13:00:00,87.7911827169682,5.379775081599854,5.789735766183887,1585.5610326299727,0.6651842907554213,1
M-01,2026-01-04 14:00:00,85.77982117438013,5.532365338212955,5.252167545604461,1573.8140871986252,0.6240735179119082,1
M-01,2026-01-04 15:00:00,,5.692440018866284,4.996627064745938,1634.7021565681152,0.7457936770013671,1
M-01,2026-01-04 16:00:00,98.34110035605458,5.960313663048948,5.494357060684305,1670.7652290631686,0.9512547698147114,1
M-01,2026-01-04 17:00:00,89.74130274958094,6.403489922339669,5.120353524973427,1722.7770025580865,0.9508566208953362,0
